Artist Name;Top Track;Track Picture URL;Track Link;Artist Picture URL
Poléxia;Aos Garotos de Aluguel;https://lastfm.freetls.fastly.net/i/u/64s/4c1dac2fa40854aa9441745b089a8d3b.jpg;https://www.last.fm/music/Pol%C3%A9xia/_/Aos+Garotos+de+Aluguel;http://userserve-ak.last.fm/serve/252/17895485.jpg
Pettinellis;Un Hombre Muerto en el Ring;https://lastfm.freetls.fastly.net/i/u/64s/7be38dc016934358b05b44f67ece1af9.jpg;https://www.last.fm/music/Pettinellis/_/Un+Hombre+Muerto+en+el+Ring;http://userserve-ak.last.fm/serve/252/54727131.jpg
Akwid;No Hay Manera;https://lastfm.freetls.fastly.net/i/u/64s/ec3308f118af4cb39b5c9aa8a5841347.jpg;https://www.last.fm/music/Akwid/_/No+Hay+Manera;http://userserve-ak.last.fm/serve/252/233676.jpg
Wander Wildner;Bebendo Vinho;https://lastfm.freetls.fastly.net/i/u/64s/65c34750f19f043c907308fe892dabe2.jpg;https://www.last.fm/music/Wander+Wildner/_/Bebendo+Vinho;http://userserve-ak.last.fm/serve/252/16347485.jpg
Jordan Francis;Hasta La Vista;https://lastfm.freetls.fastly.net/i/u/64s/9422ac2d88d64e7bb71395001c49aa30.jpg;https://www.last.fm/music/Jordan+Francis/_/Hasta+La+Vista;http://userserve-ak.last.fm/serve/252/37485413.png
Rank 1;Airwave - Radio Vocal Edit;https://lastfm.freetls.fastly.net/i/u/64s/122841d3005892567bdbdc93e48e690a.jpg;https://www.last.fm/music/Rank+1/_/Airwave+-+Radio+Vocal+Edit;http://userserve-ak.last.fm/serve/252/28047731.jpg
Woods;WHITE WINTER MELODY;https://lastfm.freetls.fastly.net/i/u/64s/4660504559ba641cb4823d8efd573cc8.jpg;https://www.last.fm/music/Woods/_/WHITE+WINTER+MELODY;http://userserve-ak.last.fm/serve/252/35856243.jpg
Mayhem;Freezing Moon;https://lastfm.freetls.fastly.net/i/u/64s/318ad16b9ece4edc911b369384e709a7.jpg;https://www.last.fm/music/Mayhem/_/Freezing+Moon;http://userserve-ak.last.fm/serve/252/54821411.jpg
Zahara;Con Las Ganas;https://lastfm.freetls.fastly.net/i/u/64s/b7a0a7bc4fbc4eb7ab2fd5a612e866cc.jpg;https://www.last.fm/music/Zahara/_/Con+Las+Ganas;http://userserve-ak.last.fm/serve/252/58939953.png
Tiny Vipers;Life on Earth;https://lastfm.freetls.fastly.net/i/u/64s/e806232feb8a31c0e42d0d0c87c83385.jpg;https://www.last.fm/music/Tiny+Vipers/_/Life+on+Earth;http://userserve-ak.last.fm/serve/252/29486749.jpg
Extol;Pearl;https://lastfm.freetls.fastly.net/i/u/64s/dacae37fd64c48019e621503de1499bd.jpg;https://www.last.fm/music/Extol/_/Pearl;http://userserve-ak.last.fm/serve/252/25129045.jpg
The Social;I Always;https://lastfm.freetls.fastly.net/i/u/64s/c6f59c1e5e7240a4c0d427abd71f3dbb.jpg;https://www.last.fm/music/The+Social/_/I+Always;http://userserve-ak.last.fm/serve/252/518051.jpg
Madonna feat. Gogol Bordello;La isla bonita;Not Found;https://www.last.fm/music/Madonna+feat.+Gogol+Bordello/_/La+isla+bonita;http://userserve-ak.last.fm/serve/252/3263418.jpg
Sara Gazarek;Blackbird - Bye Bye Blackbird;Not Found;https://www.last.fm/music/Sara+Gazarek/_/Blackbird+-+Bye+Bye+Blackbird;http://userserve-ak.last.fm/serve/252/34363397.png
Pleq & Chihiro;The Metamorphosis Pt.1;Not Found;https://www.last.fm/music/Pleq+&+Chihiro/_/The+Metamorphosis+Pt.1;http://userserve-ak.last.fm/serve/252/24610863.jpg
The Star Onions;Selbina;https://lastfm.freetls.fastly.net/i/u/64s/760c8c4b37abcc0d8b88661b8d59fcf8.jpg;https://www.last.fm/music/The+Star+Onions/_/Selbina;http://userserve-ak.last.fm/serve/252/37058193.png
Armageddon Dildos;East West;https://lastfm.freetls.fastly.net/i/u/64s/6da7d9cc69444326b2fe69dfa5055ef1.jpg;https://www.last.fm/music/Armageddon+Dildos/_/East+West;http://userserve-ak.last.fm/serve/252/2612790.jpg
Sunrise Avenue;Fairytale Gone Bad;https://lastfm.freetls.fastly.net/i/u/64s/36b36ca28c2842ea9e86f34fec2d47c0.jpg;https://www.last.fm/music/Sunrise+Avenue/_/Fairytale+Gone+Bad;http://userserve-ak.last.fm/serve/252/4879616.jpg
Pete Rock & C.L. Smooth;They Reminisce Over You (T.R.O.Y.);https://lastfm.freetls.fastly.net/i/u/64s/00b5c396ff3ffb53b4e0753bb0ac841e.jpg;https://www.last.fm/music/Pete+Rock+&+C.L.+Smooth/_/They+Reminisce+Over+You+(T.R.O.Y.);http://userserve-ak.last.fm/serve/252/43497133.jpg
Mr Hudson;Supernova;https://lastfm.freetls.fastly.net/i/u/64s/d2c7673883050bdc08b0b978ffa63dfe.jpg;https://www.last.fm/music/Mr+Hudson/_/Supernova;http://userserve-ak.last.fm/serve/252/46358761.png
Eminem Ft. Trick Trick;Welcome To Detroit City;Not Found;https://www.last.fm/music/Eminem+Ft.+Trick+Trick/_/Welcome+To+Detroit+City;http://userserve-ak.last.fm/serve/252/35244795.jpg
The Steeles;A Hundred Different Altars;https://lastfm.freetls.fastly.net/i/u/64s/11c251da34722df91356d1b7275ef6f0.jpg;https://www.last.fm/music/The+Steeles/_/A+Hundred+Different+Altars;http://userserve-ak.last.fm/serve/252/605733.jpg
Aztec Camera;Somewhere in My Heart;https://lastfm.freetls.fastly.net/i/u/64s/91ae5b9ed5e0ff95ede03ab861dfe411.jpg;https://www.last.fm/music/Aztec+Camera/_/Somewhere+in+My+Heart;http://userserve-ak.last.fm/serve/252/29996.jpg
Broadway Cast Recording;I Hate Men;https://lastfm.freetls.fastly.net/i/u/64s/abf8bfebab3f6555b16ba270da33e398.jpg;https://www.last.fm/music/Broadway+Cast+Recording/_/I+Hate+Men;
The Other Two;Tasty Fish;https://lastfm.freetls.fastly.net/i/u/64s/89db252721a64e81ce15a494a2fc5928.jpg;https://www.last.fm/music/The+Other+Two/_/Tasty+Fish;http://userserve-ak.last.fm/serve/252/226715.jpg
Andrew Bird's Bowl of Fire;11:11;https://lastfm.freetls.fastly.net/i/u/64s/b18f12f5e588425dc21d559e2b19e671.jpg;https://www.last.fm/music/Andrew+Bird%27s+Bowl+of+Fire/_/11:11;http://userserve-ak.last.fm/serve/252/16172621.jpg
Stephen Lynch;Craig;https://lastfm.freetls.fastly.net/i/u/64s/e2a880e63fea1796d7d35989abad76c7.jpg;https://www.last.fm/music/Stephen+Lynch/_/Craig;http://userserve-ak.last.fm/serve/252/52106195.png
Bitcrush;Atreaux;https://lastfm.freetls.fastly.net/i/u/64s/3799d2fedd424d76869d29455d663915.jpg;https://www.last.fm/music/Bitcrush/_/Atreaux;http://userserve-ak.last.fm/serve/252/10338083.jpg
Marlene Kuntz;Nuotando Nell'Aria;https://lastfm.freetls.fastly.net/i/u/64s/ac87adcd2dee41488a51770487ea37d0.jpg;https://www.last.fm/music/Marlene+Kuntz/_/Nuotando+Nell%27Aria;http://userserve-ak.last.fm/serve/252/53839771.jpg
La Oreja de Van Gogh;Rosas;https://lastfm.freetls.fastly.net/i/u/64s/22ce7e5e4e774b6ba290d42876327e1a.jpg;https://www.last.fm/music/La+Oreja+de+Van+Gogh/_/Rosas;http://userserve-ak.last.fm/serve/252/11064463.jpg
E-SEX-T;Суета;https://lastfm.freetls.fastly.net/i/u/64s/cb2f89ec156c4500b27ca9386f50f5b7.jpg;https://www.last.fm/music/E-SEX-T/_/%D0%A1%D1%83%D0%B5%D1%82%D0%B0;http://userserve-ak.last.fm/serve/252/55562823.jpg
Sky Larkin;Molten;https://lastfm.freetls.fastly.net/i/u/64s/227d4c9821d84d5b870ff195530d5252.jpg;https://www.last.fm/music/Sky+Larkin/_/Molten;http://userserve-ak.last.fm/serve/252/20026647.jpg
Nero's Day at Disneyland;Action Winter Journey;https://lastfm.freetls.fastly.net/i/u/64s/00ff59ae39c0042cb877a79ead045797.jpg;https://www.last.fm/music/Nero%27s+Day+at+Disneyland/_/Action+Winter+Journey;http://userserve-ak.last.fm/serve/252/29408629.jpg
Sister Hazel;All For You;https://lastfm.freetls.fastly.net/i/u/64s/31e789b971f597c83bea0187cf8c1a32.jpg;https://www.last.fm/music/Sister+Hazel/_/All+For+You;http://userserve-ak.last.fm/serve/252/9690347.jpg
Coven;Wicked Woman;https://lastfm.freetls.fastly.net/i/u/64s/bad9de80b78a1ebef583642281afdcd9.jpg;https://www.last.fm/music/Coven/_/Wicked+Woman;http://userserve-ak.last.fm/serve/252/25060687.jpg
COME UNDONE www.comeundonemusic.com;HELP ME;Not Found;https://www.last.fm/music/COME+UNDONE+www.comeundonemusic.com/_/HELP+ME;http://userserve-ak.last.fm/serve/252/92822.jpg
Alison Krauss;Down to the River to Pray;https://lastfm.freetls.fastly.net/i/u/64s/b9b07e2161c3475b8fa5e4b2e5554506.jpg;https://www.last.fm/music/Alison+Krauss/_/Down+to+the+River+to+Pray;http://userserve-ak.last.fm/serve/252/17946437.jpg
Gasoline queen;Restless Kid;https://lastfm.freetls.fastly.net/i/u/64s/c6f59c1e5e7240a4c0d427abd71f3dbb.jpg;https://www.last.fm/music/Gasoline+queen/_/Restless+Kid;http://userserve-ak.last.fm/serve/252/185295.jpg
Amanda Lear;Follow Me - Single Version;Not Found;https://www.last.fm/music/Amanda+Lear/_/Follow+Me+-+Single+Version;http://userserve-ak.last.fm/serve/252/61599281.jpg
The Vice Barons;Bikini Point;https://lastfm.freetls.fastly.net/i/u/64s/bea7c72e9b9b4b5581d9763b494f3ee1.jpg;https://www.last.fm/music/The+Vice+Barons/_/Bikini+Point;http://userserve-ak.last.fm/serve/252/49196981.png
Umay Umay;Düşmedim Daha;https://lastfm.freetls.fastly.net/i/u/64s/dea078ded9af9d52be738203f0c5d9cc.jpg;https://www.last.fm/music/Umay+Umay/_/D%C3%BC%C5%9Fmedim+Daha;http://userserve-ak.last.fm/serve/252/181016.jpg
Luke Buda;Cosmic Danse;https://lastfm.freetls.fastly.net/i/u/64s/c3c6acd5d20a4489b219d626820649c2.jpg;https://www.last.fm/music/Luke+Buda/_/Cosmic+Danse;http://userserve-ak.last.fm/serve/252/53332363.jpg
Sarah Where Is My Tea;The Canvas;https://lastfm.freetls.fastly.net/i/u/64s/6686c66f50094affa1feed223602119c.jpg;https://www.last.fm/music/Sarah+Where+Is+My+Tea/_/The+Canvas;http://userserve-ak.last.fm/serve/252/61382757.jpg
Miss Papaya;Pink dinosaur;https://lastfm.freetls.fastly.net/i/u/64s/29446f07553e9860bfa48300e68747dd.jpg;https://www.last.fm/music/Miss+Papaya/_/Pink+dinosaur;http://userserve-ak.last.fm/serve/252/39456.jpg
Dire Straits;Sultans of Swing;https://lastfm.freetls.fastly.net/i/u/64s/406d21db13fc76a1525abf3fc10d265f.jpg;https://www.last.fm/music/Dire+Straits/_/Sultans+of+Swing;http://userserve-ak.last.fm/serve/252/12048127.jpg
Grand Popo Football Club;Arab Skank;https://lastfm.freetls.fastly.net/i/u/64s/a0c8fbb330c5467e8f67cef5def518a8.jpg;https://www.last.fm/music/Grand+Popo+Football+Club/_/Arab+Skank;http://userserve-ak.last.fm/serve/252/305398.jpg
Bobby Greenshoes Parker;Invisible Man;https://lastfm.freetls.fastly.net/i/u/64s/9e0f3ccba3324648958aadd0ba5e3b28.jpg;https://www.last.fm/music/Bobby+Greenshoes+Parker/_/Invisible+Man;
The Korea;Голод;https://lastfm.freetls.fastly.net/i/u/64s/c6f59c1e5e7240a4c0d427abd71f3dbb.jpg;https://www.last.fm/music/The+Korea/_/%D0%93%D0%BE%D0%BB%D0%BE%D0%B4;http://userserve-ak.last.fm/serve/252/44610967.png
Altar of Plagues;God Alone;https://lastfm.freetls.fastly.net/i/u/64s/3537a09c1d96fb9c98dd9df3ea7831d8.jpg;https://www.last.fm/music/Altar+of+Plagues/_/God+Alone;http://userserve-ak.last.fm/serve/252/4989482.jpg
Soularis;Шрамы сентября;https://lastfm.freetls.fastly.net/i/u/64s/c1c54fc300a34cc0abb62086820f1fd8.jpg;https://www.last.fm/music/Soularis/_/%D0%A8%D1%80%D0%B0%D0%BC%D1%8B+%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8F;http://userserve-ak.last.fm/serve/252/19904325.jpg
Numek;Too Quiet;https://lastfm.freetls.fastly.net/i/u/64s/0883b85ce14e438cc32e482ee7d845ee.jpg;https://www.last.fm/music/Numek/_/Too+Quiet;http://userserve-ak.last.fm/serve/252/15279985.jpg
The Charlatans;The Only One I Know;https://lastfm.freetls.fastly.net/i/u/64s/702d80eaa1c34f77cf8f15a704cf26fb.jpg;https://www.last.fm/music/The+Charlatans/_/The+Only+One+I+Know;http://userserve-ak.last.fm/serve/252/29074931.jpg
UnderØath;A Boy Brushed Red Living in Black and White;https://lastfm.freetls.fastly.net/i/u/64s/eeb0301363894f7f9afd6d7465ca84c7.jpg;https://www.last.fm/music/Underoath/_/A+Boy+Brushed+Red+Living+in+Black+and+White;http://userserve-ak.last.fm/serve/252/12664745.jpg
Merrimack;Sulphurean Synods;https://lastfm.freetls.fastly.net/i/u/64s/f906714ebf4467d1a3616e53b922bdae.jpg;https://www.last.fm/music/Merrimack/_/Sulphurean+Synods;http://userserve-ak.last.fm/serve/252/37214913.jpg
Слот;Круги на воде;https://lastfm.freetls.fastly.net/i/u/64s/b9543c7b88e322ff591818fd834a9a29.jpg;https://www.last.fm/music/%D0%A1%D0%BB%D0%BE%D1%82/_/%D0%9A%D1%80%D1%83%D0%B3%D0%B8+%D0%BD%D0%B0+%D0%B2%D0%BE%D0%B4%D0%B5;http://userserve-ak.last.fm/serve/252/34597527.jpg
Psyched Up Janis;I Died in My Teens;https://lastfm.freetls.fastly.net/i/u/64s/b4184a0e0c654a1f94055234c8f5ac14.jpg;https://www.last.fm/music/Psyched+Up+Janis/_/I+Died+in+My+Teens;http://userserve-ak.last.fm/serve/252/247062.jpg
Blue Zoo;Cry Boy Cry;https://lastfm.freetls.fastly.net/i/u/64s/def34cb8f6b2ff27ca848fc6df6d5f47.jpg;https://www.last.fm/music/Blue+Zoo/_/Cry+Boy+Cry;http://userserve-ak.last.fm/serve/252/55549723.jpg
Slowdive;When the Sun Hits;https://lastfm.freetls.fastly.net/i/u/64s/306e566d3bb7cce540dd41d7e6811556.jpg;https://www.last.fm/music/Slowdive/_/When+the+Sun+Hits;http://userserve-ak.last.fm/serve/252/2575045.jpg
Jeff Martin;Şehvet Nora;https://lastfm.freetls.fastly.net/i/u/64s/bc88da9b33022b13ecee0ec2519ecc72.jpg;https://www.last.fm/music/Jeff+Martin/_/%C5%9Eehvet+Nora;http://userserve-ak.last.fm/serve/252/12524657.jpg
The Dresden Dolls;My Alcoholic Friends;https://lastfm.freetls.fastly.net/i/u/64s/edff45742f0f4b85cbeac9ca91a160af.jpg;https://www.last.fm/music/The+Dresden+Dolls/_/My+Alcoholic+Friends;http://userserve-ak.last.fm/serve/252/15302.jpg
The Leisure Society;We Were Wasted;https://lastfm.freetls.fastly.net/i/u/64s/4c61955b961a029c4e47346ba40bc1b4.jpg;https://www.last.fm/music/The+Leisure+Society/_/We+Were+Wasted;http://userserve-ak.last.fm/serve/252/15979497.jpg
Constantina;Pequenas Embarcações;https://lastfm.freetls.fastly.net/i/u/64s/e66c62bb1289466f9e21fcb54577fc8a.jpg;https://www.last.fm/music/Constantina/_/Pequenas+Embarca%C3%A7%C3%B5es;http://userserve-ak.last.fm/serve/252/48964711.jpg
Bamboo Forest;Morning Light;https://lastfm.freetls.fastly.net/i/u/64s/8bae08f01423467f8b832b9e9fdf9601.jpg;https://www.last.fm/music/Bamboo+Forest/_/Morning+Light;http://userserve-ak.last.fm/serve/252/4980261.jpg
Fuck...I'm Dead;Pickled Member;https://lastfm.freetls.fastly.net/i/u/64s/0a438421df47570f04e00032b7227ec8.jpg;https://www.last.fm/music/Fuck...I%27m+Dead/_/Pickled+Member;http://userserve-ak.last.fm/serve/252/4967336.jpg
Validuaté;Eu Preciso de Você;https://lastfm.freetls.fastly.net/i/u/64s/ff3c867c88c14e4daf79ac13f44d6c6a.jpg;https://www.last.fm/music/Validuat%C3%A9/_/Eu+Preciso+de+Voc%C3%AA;http://userserve-ak.last.fm/serve/252/32800953.jpg
Return to Forever;Where Have I Loved You Before;https://lastfm.freetls.fastly.net/i/u/64s/f9a9ed39ac284f1bb3fbbc0294007b94.jpg;https://www.last.fm/music/Return+to+Forever/_/Where+Have+I+Loved+You+Before;http://userserve-ak.last.fm/serve/252/46236665.png
Modà;Tappeto di fragole;Not Found;https://www.last.fm/music/Mod%C3%A0/_/Tappeto+di+fragole;http://userserve-ak.last.fm/serve/252/57588693.png
Jayne Wisener;Green Finch and Linnett Bird;https://lastfm.freetls.fastly.net/i/u/64s/2f1da9f0371949a29a379122e76aaa02.jpg;https://www.last.fm/music/Jayne+Wisener/_/Green+Finch+and+Linnett+Bird;http://userserve-ak.last.fm/serve/252/53274593.png
1SaGain;기억을 지워주는 병원, Pt. 3 (feat. Roo);Not Found;https://www.last.fm/music/1sagain/_/%EA%B8%B0%EC%96%B5%EC%9D%84+%EC%A7%80%EC%9B%8C%EC%A3%BC%EB%8A%94+%EB%B3%91%EC%9B%90,+Pt.+3+(feat.+Roo);http://userserve-ak.last.fm/serve/252/42494969.jpg
Israel Kamakawiwo'ole;Over the Rainbow;https://lastfm.freetls.fastly.net/i/u/64s/863afe69f9ad43e4982c521fda83f81d.jpg;https://www.last.fm/music/Israel+Kamakawiwo%27ole/_/Over+the+Rainbow;http://userserve-ak.last.fm/serve/252/415133.jpg
5ivesta Family;Вернись ты ко мне;Not Found;https://www.last.fm/music/5ivesta+Family/_/%D0%92%D0%B5%D1%80%D0%BD%D0%B8%D1%81%D1%8C+%D1%82%D1%8B+%D0%BA%D0%BE+%D0%BC%D0%BD%D0%B5;http://userserve-ak.last.fm/serve/252/52932009.jpg
Mephisto Walz;I Wanna Be Your Dog;https://lastfm.freetls.fastly.net/i/u/64s/da6e8c35bcdc3dd3691fb0e058c30409.jpg;https://www.last.fm/music/Mephisto+Walz/_/I+Wanna+Be+Your+Dog;http://userserve-ak.last.fm/serve/252/5628412.jpg
White Rainbow;waves;https://lastfm.freetls.fastly.net/i/u/64s/1892d272759b45b1b691f99037554ff1.jpg;https://www.last.fm/music/White+Rainbow/_/waves;http://userserve-ak.last.fm/serve/252/5761625.jpg
Jack Teagarden;Jeepers Creepers;https://lastfm.freetls.fastly.net/i/u/64s/11a4f526794e9940d5367e05d8c950e8.jpg;https://www.last.fm/music/Jack+Teagarden/_/Jeepers+Creepers;http://userserve-ak.last.fm/serve/252/52014097.jpg
Sentidos Opuestos;Amor De Papel;https://lastfm.freetls.fastly.net/i/u/64s/66d006ed0bb14a795a6eb32b1fbb5f0d.jpg;https://www.last.fm/music/Sentidos+Opuestos/_/Amor+De+Papel;http://userserve-ak.last.fm/serve/252/37524243.png
Charlotte Gainsbourg;Deadly Valentine;https://lastfm.freetls.fastly.net/i/u/64s/4c6e381a3aef4505ee35557728f03736.jpg;https://www.last.fm/music/Charlotte+Gainsbourg/_/Deadly+Valentine;http://userserve-ak.last.fm/serve/252/417080.jpg
Dilated Peoples;This Way;https://lastfm.freetls.fastly.net/i/u/64s/d6c2688e43154bc9a8ed916323333047.jpg;https://www.last.fm/music/Dilated+Peoples/_/This+Way;http://userserve-ak.last.fm/serve/252/47091215.png
The Stargazers;Keep Cool and Carry On - Glenn Gatsby Remix;Not Found;https://www.last.fm/music/The+Stargazers/_/Keep+Cool+and+Carry+On+-+Glenn+Gatsby+Remix;http://userserve-ak.last.fm/serve/252/35496245.jpg
Billy Blue;Interlude 7: Trouble Again (Live);https://lastfm.freetls.fastly.net/i/u/64s/212a611121c24a52ca7505c89c0fb468.jpg;https://www.last.fm/music/Billy+Blue/_/Interlude+7:+Trouble+Again+(Live);http://userserve-ak.last.fm/serve/252/23847391.jpg
The Polyphonics;Blue;https://lastfm.freetls.fastly.net/i/u/64s/c6f59c1e5e7240a4c0d427abd71f3dbb.jpg;https://www.last.fm/music/The+Polyphonics/_/Blue;http://userserve-ak.last.fm/serve/252/164512.jpg
Lucy and The Popsonics;Garota Rock Inglês;https://lastfm.freetls.fastly.net/i/u/64s/a0640eb3076f42209c8881bbdcafc0c9.jpg;https://www.last.fm/music/Lucy+and+The+Popsonics/_/Garota+Rock+Ingl%C3%AAs;http://userserve-ak.last.fm/serve/252/114300.jpg
Cut Chemist;The Garden;https://lastfm.freetls.fastly.net/i/u/64s/3b4825d934a249f2a33437267cc79988.jpg;https://www.last.fm/music/Cut+Chemist/_/The+Garden;http://userserve-ak.last.fm/serve/252/114488.jpg
3mmey;Sailor fuku to kikanjuu~;Not Found;https://www.last.fm/music/3mmey/_/Sailor+fuku+to+kikanjuu~;http://userserve-ak.last.fm/serve/252/45502773.jpg
Mariottide;Sudo e Basta (feat. Fernandello);Not Found;https://www.last.fm/music/Mariottide/_/Sudo+e+Basta+(feat.+Fernandello);http://userserve-ak.last.fm/serve/252/5550877.png
Night Ranger;Sister Christian;https://lastfm.freetls.fastly.net/i/u/64s/7e61169ba5279ac9d498b17ffcf317c7.jpg;https://www.last.fm/music/Night+Ranger/_/Sister+Christian;http://userserve-ak.last.fm/serve/252/27052917.jpg
Modest Mouse;Float On;https://lastfm.freetls.fastly.net/i/u/64s/63934c8eb75c4b649821ae02e564239a.jpg;https://www.last.fm/music/Modest+Mouse/_/Float+On;http://userserve-ak.last.fm/serve/252/886281.jpg
C21;Stuck in My Heart;https://lastfm.freetls.fastly.net/i/u/64s/6be07c12289336c659ac390c83bdafc4.jpg;https://www.last.fm/music/C21/_/Stuck+in+My+Heart;http://userserve-ak.last.fm/serve/252/223918.jpg
Mazhar Fuat Özkan;Ele Güne Karşı;Not Found;https://www.last.fm/music/Mazhar+Fuat+%C3%96zkan/_/Ele+G%C3%BCne+Kar%C5%9F%C4%B1;http://userserve-ak.last.fm/serve/252/19009549.jpg
Agoraphobic Nosebleed;Amputee;https://lastfm.freetls.fastly.net/i/u/64s/e50c2ac1dc3540159c00d51f78246e79.jpg;https://www.last.fm/music/Agoraphobic+Nosebleed/_/Amputee;http://userserve-ak.last.fm/serve/252/26656411.jpg
Cameo;Word Up;https://lastfm.freetls.fastly.net/i/u/64s/d756e1b0b081855f7bd8ddda3f22ec39.jpg;https://www.last.fm/music/Cameo/_/Word+Up;http://userserve-ak.last.fm/serve/252/50633635.png
Hilight Tribe;Free Tibet - Vini Vici Remix;Not Found;https://www.last.fm/music/Hilight+Tribe/_/Free+Tibet+-+Vini+Vici+Remix;http://userserve-ak.last.fm/serve/252/158971.jpg
Djelimady Tounkara;Marigoundo;https://lastfm.freetls.fastly.net/i/u/64s/defccb2feb797b54287b38fd81384cae.jpg;https://www.last.fm/music/Djelimady+Tounkara/_/Marigoundo;http://userserve-ak.last.fm/serve/252/25239671.jpg
